id,aleman,articulo ,palabra,traducción,tema,ejemplo (aleman),ejemplo (ingles),plural,femenino
2281,der Herzinfarkt,der (maskulin),Herzinfarkt,heart attack,"Safety, Emergencies & Social Interaction",Der Herzinfarkt ist tödlich.,The heart attack is fatal.,Herzinfarkte,—
2282,der Schlaganfall,der (maskulin),Schlaganfall,stroke,"Safety, Emergencies & Social Interaction",Der Schlaganfall ist plötzlich.,The stroke is sudden.,Schlaganfälle,—
2283,die Atembeschwerden,die (Plural),Atembeschwerden,breathing difficulties,"Safety, Emergencies & Social Interaction",Die Atembeschwerden sind stark.,The breathing difficulties are severe.,—,—
2284,die Ohnmacht,die (feminin),Ohnmacht,fainting,"Safety, Emergencies & Social Interaction",Die Ohnmacht ist plötzlich.,The fainting is sudden.,—,Ohnmacht
2285,die Bewusstlosigkeit,die (feminin),Bewusstlosigkeit,unconsciousness,"Safety, Emergencies & Social Interaction",Die Bewusstlosigkeit dauert lange.,The unconsciousness lasts long.,—,Bewusstlosigkeit
2286,der Schock,der (maskulin),Schock,shock,"Safety, Emergencies & Social Interaction",Der Schock ist groß.,The shock is big.,Schocks,—
2287,das Gift,das (neutrum),Gift,poison,"Safety, Emergencies & Social Interaction",Das Gift ist tödlich.,The poison is fatal.,Gifte,—
2288,die Vergiftung,die (feminin),Vergiftung,poisoning,"Safety, Emergencies & Social Interaction",Die Vergiftung ist schlimm.,The poisoning is bad.,Vergiftungen,Vergiftung
2289,die Allergie,die (feminin),Allergie,allergy,"Safety, Emergencies & Social Interaction",Die Allergie ist schwer.,The allergy is severe.,Allergien,Allergie
2290,das Feuer,das (neutrum),Feuer,fire,"Safety, Emergencies & Social Interaction",Das Feuer ist groß.,The fire is big.,Feuer,—
2291,der Brand,der (maskulin),Brand,fire/blaze,"Safety, Emergencies & Social Interaction",Der Brand ist gelöscht.,The fire is extinguished.,Brände,—
2292,der Rauch,der (maskulin),Rauch,smoke,"Safety, Emergencies & Social Interaction",Der Rauch ist dick.,The smoke is thick.,— (Unzählbar),—
2293,die Explosion,die (feminin),Explosion,explosion,"Safety, Emergencies & Social Interaction",Die Explosion ist laut.,The explosion is loud.,Explosionen,Explosion
2294,der Einbruch,der (maskulin),Einbruch,burglary,"Safety, Emergencies & Social Interaction",Der Einbruch war nacht.,The burglary was at night.,Einbrüche,—
2295,der Diebstahl,der (maskulin),Diebstahl,theft,"Safety, Emergencies & Social Interaction",Der Diebstahl ist passiert.,The theft happened.,Diebstähle,—
2296,der Raub,der (maskulin),Raub,robbery,"Safety, Emergencies & Social Interaction",Der Raub ist gefährlich.,The robbery is dangerous.,— (Unzählbar),—
2297,der Überfall,der (maskulin),Überfall,assault/attack,"Safety, Emergencies & Social Interaction",Der Überfall war schnell.,The assault was quick.,Überfälle,—
2298,der Autounfall,der (maskulin),Autounfall,car accident,"Safety, Emergencies & Social Interaction",Der Autounfall ist schlimm.,The car accident is bad.,Autounfälle,—
2299,der Verkehrsunfall,der (maskulin),Verkehrsunfall,traffic accident,"Safety, Emergencies & Social Interaction",Der Verkehrsunfall war gestern.,The traffic accident was yesterday.,Verkehrsunfälle,—
2300,die Panne,die (feminin),Panne,breakdown,"Safety, Emergencies & Social Interaction",Die Panne ist ärgerlich.,The breakdown is annoying.,Pannen,Panne
2301,der Notausgang,der (maskulin),Notausgang,emergency exit,"Safety, Emergencies & Social Interaction",Der Notausgang ist rechts.,The emergency exit is on the right.,Notausgänge,—
2302,der Verbandskasten,der (maskulin),Verbandskasten,first aid kit,"Safety, Emergencies & Social Interaction",Der Verbandskasten ist voll.,The first aid kit is complete.,Verbandskästen,—
2303,der Erste-Hilfe-Kasten,der (maskulin),Erste-Hilfe-Kasten,first aid box,"Safety, Emergencies & Social Interaction",Der Erste-Hilfe-Kasten ist wichtig.,The first aid box is important.,Erste-Hilfe-Kästen,—
2304,der Feuerlöscher,der (maskulin),Feuerlöscher,fire extinguisher,"Safety, Emergencies & Social Interaction",Der Feuerlöscher ist rot.,The fire extinguisher is red.,Feuerlöscher,—
2305,die Notbremse,die (feminin),Notbremse,emergency brake,"Safety, Emergencies & Social Interaction",Die Notbremse ist rot.,The emergency brake is red.,Notbremsen,Notbremse
2306,der Alarm,der (maskulin),Alarm,alarm,"Safety, Emergencies & Social Interaction",Der Alarm ist laut.,The alarm is loud.,Alarme,—
2307,helfen,Verb,helfen,to help,"Safety, Emergencies & Social Interaction",Ich helfe dir.,I help you.,—,—
2308,retten,Verb,retten,to rescue,"Safety, Emergencies & Social Interaction",Ich rette dich.,I rescue you.,—,—
2309,rufen,Verb,rufen,to call,"Safety, Emergencies & Social Interaction",Ich rufe die Polizei.,I call the police.,—,—
2310,brennen,Verb,brennen,to burn,"Safety, Emergencies & Social Interaction",Das Haus brennt.,The house is burning.,—,—
2311,bluten,Verb,bluten,to bleed,"Safety, Emergencies & Social Interaction",Die Wunde blutet.,The wound is bleeding.,—,—
2312,stehlen,Verb,stehlen,to steal,"Safety, Emergencies & Social Interaction",Jemand stiehlt das Auto.,Someone steals the car.,—,—
2313,brechen,Verb,brechen,to break,"Safety, Emergencies & Social Interaction",Das Bein bricht.,The leg breaks.,—,—
2314,verletzen,Verb,verletzen,to injure,"Safety, Emergencies & Social Interaction",Er verletzt sich.,He injures himself.,—,—
2315,sterben,Verb,sterben,to die,"Safety, Emergencies & Social Interaction",Er stirbt.,He dies.,—,—
2316,dringend,adjektiv,dringend,urgent,"Safety, Emergencies & Social Interaction",Das ist dringend.,That is urgent.,—,—
2317,gefährlich,adjektiv,gefährlich,dangerous,"Safety, Emergencies & Social Interaction",Das ist gefährlich.,That is dangerous.,—,—
2318,verletzt,adjektiv,verletzt,injured,"Safety, Emergencies & Social Interaction",Er ist verletzt.,He is injured.,—,—
2319,bewusstlos,adjektiv,bewusstlos,unconscious,"Safety, Emergencies & Social Interaction",Er ist bewusstlos.,He is unconscious.,—,—
2320,tot,adjektiv,tot,dead,"Safety, Emergencies & Social Interaction",Er ist tot.,He is dead.,—,—
2321,kaputt,adjektiv,kaputt,broken,"Safety, Emergencies & Social Interaction",Das Auto ist kaputt.,The car is broken.,—,—
2322,Wo ist der Check-in-Schalter?,Phrase,—,Where is the check-in counter?,Travel & Transportation,Wo ist der Check-in-Schalter?,Where is the check-in counter?,—,—
2323,Hier ist mein Reisepass und meine Bordkarte.,Phrase,—,Here is my passport and boarding pass.,Travel & Transportation,Hier ist mein Reisepass und meine Bordkarte.,Here is my passport and boarding pass.,—,—
2324,Wo ist die Gepäckausgabe?,Phrase,—,Where is the baggage claim?,Travel & Transportation,Wo ist die Gepäckausgabe?,Where is the baggage claim?,—,—
2325,Hat der Flug nach Berlin Verspätung?,Phrase,—,Is the flight to Berlin delayed?,Travel & Transportation,Hat der Flug nach Berlin Verspätung?,Is the flight to Berlin delayed?,—,—
2326,"Ein Tisch für zwei Personen, bitte.",Phrase,—,"A table for two people, please.",Food & Dining,"Ein Tisch für zwei Personen, bitte.","A table for two people, please.",—,—
2327,"Die Speisekarte, bitte.",Phrase,—,"The menu, please.",Food & Dining,"Die Speisekarte, bitte.","The menu, please.",—,—
2328,Ich möchte bestellen.,Phrase,—,I would like to order.,Food & Dining,Ich möchte bestellen.,I would like to order.,—,—
2329,"Die Rechnung, bitte. Zahlen, bitte.",Phrase,—,"The bill, please. Pay, please.",Food & Dining,"Die Rechnung, bitte.","The bill, please.",—,—
2330,das Schnitzel,das (neutrum),Schnitzel,schnitzel,Food & Dining,Ich esse ein Schnitzel.,I eat schnitzel.,Schnitzel,—
2331,die Spätzle,die (Plural),Spätzle,spaetzle,Food & Dining,Ich esse Spätzle.,I eat spaetzle.,—,—
2332,das Sauerkraut,das (neutrum),Sauerkraut,sauerkraut,Food & Dining,Ich esse Sauerkraut.,I eat sauerkraut.,— (Unzählbar),—
2333,die Bratwurst,die (feminin),Bratwurst,bratwurst,Food & Dining,Ich esse eine Bratwurst.,I eat a bratwurst.,Bratwürste,Bratwurst
2334,der Kartoffelsalat,der (maskulin),Kartoffelsalat,potato salad,Food & Dining,Ich esse Kartoffelsalat.,I eat potato salad.,Kartoffelsalate,—
2335,Ich habe eine Reservierung auf den Namen...,Phrase,—,I have a reservation under the name...,Accommodation,Ich habe eine Reservierung auf den Namen Müller.,I have a reservation under the name Müller.,—,—
2336,Wie ist das WLAN-Passwort?,Phrase,—,What is the Wi-Fi password?,Accommodation,Wie ist das WLAN-Passwort?,What is the Wi-Fi password?,—,—
2337,Um wie viel Uhr ist das Frühstück?,Phrase,—,What time is breakfast?,Accommodation,Um wie viel Uhr ist das Frühstück?,What time is breakfast?,—,—
2338,"Ich möchte auschecken, bitte.",Phrase,—,"I would like to check out, please.",Accommodation,"Ich möchte auschecken, bitte.","I would like to check out, please.",—,—
2339,Wie viel kostet das?,Phrase,—,How much does that cost?,Shopping & Fashion,Wie viel kostet das?,How much does that cost?,—,—
2340,Kann ich mit Kreditkarte bezahlen?,Phrase,—,Can I pay with credit card?,Shopping & Fashion,Kann ich mit Kreditkarte bezahlen?,Can I pay with credit card?,—,—
2341,Wo sind die Umkleidekabinen?,Phrase,—,Where are the fitting rooms?,Shopping & Fashion,Wo sind die Umkleidekabinen?,Where are the fitting rooms?,—,—
2342,Ich möchte das umtauschen.,Phrase,—,I would like to exchange this.,Shopping & Fashion,Ich möchte das umtauschen.,I would like to exchange this.,—,—
2343,das Brot,das (neutrum),Brot,bread,Shopping & Fashion,Ich esse Brot.,I eat bread.,Brote,—
2344,die Milch,die (feminin),Milch,milk,Shopping & Fashion,Ich trinke Milch.,I drink milk.,— (Unzählbar),Milch
2345,der Käse,der (maskulin),Käse,cheese,Shopping & Fashion,Ich esse Käse.,I eat cheese.,Käse,—
2346,die Eier,die (Plural),Eier,eggs,Shopping & Fashion,Ich esse Eier.,I eat eggs.,—,—
2347,der Apfel,der (maskulin),Apfel,apple,Shopping & Fashion,Ich esse einen Apfel.,I eat an apple.,Äpfel,—
2348,"Entschuldigung, wo ist der Bahnhof?",Phrase,—,"Excuse me, where is the train station?",Travel & Transportation,"Entschuldigung, wo ist der Bahnhof?","Excuse me, where is the train station?",—,—
2349,Gehen Sie geradeaus und dann rechts.,Phrase,—,Go straight and then right.,Travel & Transportation,Gehen Sie geradeaus und dann rechts.,Go straight and then right.,—,—
2350,Ist es in der Nähe?,Phrase,—,Is it nearby?,Travel & Transportation,Ist es in der Nähe?,Is it nearby?,—,—
2351,Biegen Sie an der Ampel links ab.,Phrase,—,Turn left at the traffic light.,Travel & Transportation,Biegen Sie an der Ampel links ab.,Turn left at the traffic light.,—,—
2352,das Auto,das (neutrum),Auto,car,Travel & Transportation,Ich fahre mit dem Auto.,I drive with the car.,Autos,—
2353,der Zug / die Bahn,der/die (maskulin/feminin),Zug / Bahn,train,Travel & Transportation,Ich fahre mit dem Zug.,I travel by train.,Züge,—
2354,der Bus,der (maskulin),Bus,bus,Travel & Transportation,Ich fahre mit dem Bus.,I travel by bus.,Busse,—
2355,die U-Bahn,die (feminin),U-Bahn,subway,Travel & Transportation,Ich fahre mit der U-Bahn.,I travel by subway.,U-Bahnen,U-Bahn
2356,das Fahrrad,das (neutrum),Fahrrad,bicycle,Travel & Transportation,Ich fahre mit dem Fahrrad.,I travel by bicycle.,Fahrräder,—
2357,In zweihundert Metern rechts abbiegen.,Phrase,—,Turn right in two hundred meters.,Travel & Transportation,In zweihundert Metern rechts abbiegen.,Turn right in two hundred meters.,—,—
2358,Dem Straßenverlauf folgen.,Phrase,—,Follow the road.,Travel & Transportation,Dem Straßenverlauf folgen.,Follow the road.,—,—
2359,Im Kreisverkehr die zweite Ausfahrt nehmen.,Phrase,—,Take the second exit at the roundabout.,Travel & Transportation,Im Kreisverkehr die zweite Ausfahrt nehmen.,Take the second exit at the roundabout.,—,—
2360,Bitte wenden Sie.,Phrase,—,Please turn around.,Travel & Transportation,Bitte wenden Sie.,Please turn around.,—,—
2361,Sie haben Ihr Ziel erreicht.,Phrase,—,You have reached your destination.,Travel & Transportation,Sie haben Ihr Ziel erreicht.,You have reached your destination.,—,—
2362,Rufen Sie einen Krankenwagen!,Phrase,—,Call an ambulance!,"Safety, Emergencies & Social Interaction",Rufen Sie einen Krankenwagen!,Call an ambulance!,—,—
2363,Ich brauche einen Arzt.,Phrase,—,I need a doctor.,"Safety, Emergencies & Social Interaction",Ich brauche einen Arzt.,I need a doctor.,—,—
2364,Es gab einen Unfall.,Phrase,—,There was an accident.,"Safety, Emergencies & Social Interaction",Es gab einen Unfall.,There was an accident.,—,—
2365,"Helfen Sie mir, bitte!",Phrase,—,"Help me, please!","Safety, Emergencies & Social Interaction","Helfen Sie mir, bitte!","Help me, please!",—,—
2366,Ich habe starke Schmerzen hier.,Phrase,—,I have strong pain here.,"Safety, Emergencies & Social Interaction",Ich habe starke Schmerzen hier.,I have strong pain here.,—,—
2367,Guten Morgen,Phrase,Guten Morgen,Good morning,Daily Life & Routine,Guten Morgen!,Good morning!,—,—
2368,Hallo,Phrase,Hallo,Hello,Daily Life & Routine,Hallo!,Hello!,—,—
2369,Moin / Moin Moin,Phrase,Moin,Hello (Northern Germany),Daily Life & Routine,Moin!,Hello!,—,—
2370,Servus,Phrase,Servus,Hello/Goodbye (Southern Germany),Daily Life & Routine,Servus!,Hello/Goodbye!,—,—
2371,Na?,Phrase,Na?,Well?/Hi?,Daily Life & Routine,Na? Wie geht's?,Well? How's it going?,—,—
2372,Tschüss,Phrase,Tschüss,Bye,Daily Life & Routine,Tschüss!,Bye!,—,—
2373,Auf Wiedersehen,Phrase,Auf Wiedersehen,Goodbye (formal),Daily Life & Routine,Auf Wiedersehen!,Goodbye!,—,—
2374,Schönen Tag noch!,Phrase,Schönen Tag noch!,Have a nice day!,Daily Life & Routine,Schönen Tag noch!,Have a nice day!,—,—
2375,Schönes Wochenende!,Phrase,Schönes Wochenende!,Have a nice weekend!,Daily Life & Routine,Schönes Wochenende!,Have a nice weekend!,—,—
2376,Bis später / Bis gleich,Phrase,Bis später,See you later,Daily Life & Routine,Bis später!,See you later!,—,—
2377,bitte,Phrase/Adverb,Bitte,Please/You're welcome,Daily Life & Routine,Bitte sehr!,Please!/You're welcome!,—,—
2378,Danke / Vielen Dank,Phrase,Danke,Thank you,Daily Life & Routine,Danke schön!,Thank you very much!,—,—
2379,Entschuldigung,die (feminin),Entschuldigung,Excuse me/Sorry,Daily Life & Routine,Entschuldigung!,Excuse me!,Entschuldigungen,Entschuldigung
2380,Kein Problem,Phrase,Kein Problem,No problem,Daily Life & Routine,Kein Problem!,No problem!,—,—
2381,Macht nichts,Phrase,Macht nichts,It doesn't matter,Daily Life & Routine,Macht nichts!,It doesn't matter!,—,—
2382,Gesundheit!,Phrase,Gesundheit!,Bless you! (after sneeze),Daily Life & Routine,Gesundheit!,Bless you!,—,—
2383,Wie geht's?,Phrase,Wie geht's?,How are you?,Daily Life & Routine,Wie geht's dir?,How are you?,—,—
2384,Alles gut?,Phrase,Alles gut?,Everything good?,Daily Life & Routine,Alles gut bei dir?,Everything good with you?,—,—
2385,Passt schon,Phrase,Passt schon,It's okay,Daily Life & Routine,"Passt schon, danke!","It's okay, thanks!",—,—
2386,Genau,Adverb,Genau,Exactly,Daily Life & Routine,"Genau, das meine ich!","Exactly, that's what I mean!",—,—
2387,Stimmt,Verb,Stimmt,That's right,Daily Life & Routine,"Stimmt, du hast recht.","That's right, you're correct.",—,—
2388,Schade,adjektiv,Schade,Too bad,Daily Life & Routine,"Schade, das ist traurig.","Too bad, that's sad.",—,—
2389,Keine Ahnung,Phrase,Keine Ahnung,No idea,Daily Life & Routine,Keine Ahnung!,No idea!,—,—
2390,Mach's gut,Phrase,Mach's gut,Take care,Daily Life & Routine,Mach's gut!,Take care!,—,—
2391,Lust auf...?,Phrase,Lust auf...?,Feel like...?,Daily Life & Routine,Hast du Lust auf Kaffee?,Do you feel like coffee?,—,—
2392,der Feierabend,der (maskulin),Feierabend,end of work day,Daily Life & Routine,Ich habe Feierabend.,I'm off work.,—,—
2393,Guten Morgen zusammen,Phrase,Guten Morgen zusammen,Good morning everyone,Daily Life & Routine,Guten Morgen zusammen!,Good morning everyone!,—,—
2394,Mahlzeit!,Phrase,Mahlzeit!,Good lunch!/Hi (workplace),Daily Life & Routine,Mahlzeit!,Good lunch!,—,—
2395,Schönen Feierabend!,Phrase,Schönen Feierabend!,Have a nice end of workday!,Daily Life & Routine,Schönen Feierabend!,Have a nice end of workday!,—,—
2396,Ich bin im Homeoffice,Phrase,Ich bin im Homeoffice,I'm working from home,Daily Life & Routine,Ich bin heute im Homeoffice.,I'm working from home today.,—,—
2397,Kaffeepause?,Phrase,Kaffeepause?,Coffee break?,Daily Life & Routine,Wollen wir Kaffeepause machen?,Do you want to take a coffee break?,—,—
2398,Lass uns einen Termin vereinbaren,Phrase,Termin vereinbaren,Let's schedule an appointment,Daily Life & Routine,Lass uns einen Termin vereinbaren.,Let's schedule an appointment.,—,—
2399,Wer übernimmt das Protokoll?,Phrase,Protokoll,Who takes the minutes?,Daily Life & Routine,Wer übernimmt das Protokoll?,Who takes the minutes?,—,—
2400,Gibt es dazu Fragen?,Phrase,—,Are there any questions about this?,Daily Life & Routine,Gibt es dazu Fragen?,Are there any questions about this?,—,—
