id,aleman,articulo ,palabra,traducción,tema,ejemplo (aleman),ejemplo (ingles),plural,femenino
2201,bezahlen,Verb,bezahlen,to pay,Shopping,Ich bezahle mit Karte.,I pay with card.,—,—
2202,umtauschen,Verb,umtauschen,to exchange,Shopping,Ich möchte umtauschen.,I want to exchange.,—,—
2203,anprobieren,Verb,anprobieren,to try on,Shopping,Ich probiere es an.,I try it on.,—,—
2204,suchen,Verb,suchen,to search/look for,Shopping,Ich suche Schuhe.,I'm looking for shoes.,—,—
2205,sparen,Verb,sparen,to save,Shopping,Ich spare Geld.,I save money.,—,—
2206,kosten,Verb,kosten,to cost,Shopping,Es kostet 20 Euro.,It costs 20 euros.,—,—
2207,teuer,adjektiv,teuer,expensive,Shopping,Das ist teuer.,That is expensive.,—,—
2208,billig,adjektiv,billig,cheap,Shopping,Das ist billig.,That is cheap.,—,—
2209,günstig,adjektiv,günstig,cheap/affordable,Shopping,Das ist günstig.,That is affordable.,—,—
2210,reduziert,adjektiv,reduziert,reduced,Shopping,Das ist reduziert.,That is reduced.,—,—
2211,gratis,adjektiv,gratis,free,Shopping,Das ist gratis.,That is free.,—,—
2212,kostenlos,adjektiv,kostenlos,free,Shopping,Das ist kostenlos.,That is free.,—,—
2213,geöffnet,adjektiv,geöffnet,open,Shopping,Der Laden ist geöffnet.,The store is open.,—,—
2214,geschlossen,adjektiv,geschlossen,closed,Shopping,Der Laden ist geschlossen.,The store is closed.,—,—
2215,die Straße,die (feminin),Straße,street,Directions,Die Straße ist lang.,The street is long.,Straßen,Straße
2216,die Kreuzung,die (feminin),Kreuzung,intersection,Directions,Die Kreuzung ist gefährlich.,The intersection is dangerous.,Kreuzungen,Kreuzung
2217,die Ecke,die (feminin),Ecke,corner,Directions,Die Ecke ist scharf.,The corner is sharp.,Ecken,Ecke
2218,die Ampel,die (feminin),Ampel,traffic light,Directions,Die Ampel ist rot.,The traffic light is red.,Ampeln,Ampel
2219,der Kreisverkehr,der (maskulin),Kreisverkehr,roundabout,Directions,Der Kreisverkehr ist groß.,The roundabout is large.,Kreisverkehre,—
2220,der Kreisel,der (maskulin),Kreisel,roundabout/spinner,Directions,Der Kreisel ist voll.,The roundabout is full.,Kreisel,—
2221,die Brücke,die (feminin),Brücke,bridge,Directions,Die Brücke ist alt.,The bridge is old.,Brücken,Brücke
2222,der Bahnhof,der (maskulin),Bahnhof,train station,Directions,Der Bahnhof ist weit weg.,The train station is far away.,Bahnhöfe,—
2223,die Bushaltestelle,die (feminin),Bushaltestelle,bus stop,Directions,Die Bushaltestelle ist nah.,The bus stop is near.,Bushaltestellen,Bushaltestelle
2224,das Zentrum,das (neutrum),Zentrum,center,Directions,Das Zentrum ist voll.,The center is crowded.,Zentren,—
2225,die Stadtmitte,die (feminin),Stadtmitte,city center,Directions,Die Stadtmitte ist weit.,The city center is far.,—,Stadtmitte
2226,das Ziel,das (neutrum),Ziel,destination/target,Directions,Das Ziel ist dekat.,The destination is near.,Ziele,—
2227,rechts,Adverb,Rechts,right,Directions,Gehen Sie rechts.,Go right.,—,—
2228,links,Adverb,Links,left,Directions,Gehen Sie links.,Go left.,—,—
2229,geradeaus,Adverb,Geradeaus,straight ahead,Directions,Gehen Sie geradeaus.,Go straight ahead.,—,—
2230,der Norden,der (maskulin),Norden,north,Directions,Der Norden ist kalt.,The north is cold.,—,—
2231,der Süden,der (maskulin),Süden,south,Directions,Der Süden ist warm.,The south is warm.,—,—
2232,der Osten,der (maskulin),Osten,east,Directions,Der Osten ist grün.,The east is green.,—,—
2233,der Westen,der (maskulin),Westen,west,Directions,Der Westen ist stark.,The west is strong.,—,—
2234,vorne,Adverb,Vorne,in front,Directions,Es ist vorne.,It's in front.,—,—
2235,hinten,Adverb,Hinten,in back,Directions,Es ist hinten.,It's in back.,—,—
2236,oben,Adverb,Oben,up/above,Directions,Es ist oben.,It's up above.,—,—
2237,unten,Adverb,Unten,down/below,Directions,Es ist unten.,It's down below.,—,—
2238,die Nähe,die (feminin),Nähe,nearness/proximity,Directions,In der Nähe ist ein Park.,Nearby is a park.,—,Nähe
2239,die Entfernung,die (feminin),Entfernung,distance,Directions,Die Entfernung ist groß.,The distance is large.,Entfernungen,Entfernung
2240,der Kilometer,der (maskulin),Kilometer,kilometer,Directions,Der Kilometer ist lang.,The kilometer is long.,Kilometer,—
2241,der Meter,der (maskulin),Meter,meter,Directions,Der Meter ist kurz.,The meter is short.,Meter,—
2242,neben,Präposition,Neben,next to,Directions,Es ist neben dem Haus.,It's next to the house.,—,—
2243,vor,Präposition,Vor,in front of,Directions,Es ist vor dem Haus.,It's in front of the house.,—,—
2244,hinter,Präposition,Hinter,behind,Directions,Es ist hinter dem Haus.,It's behind the house.,—,—
2245,zwischen,Präposition,Zwischen,between,Directions,Es ist zwischen den Häusern.,It's between the houses.,—,—
2246,gegenüber,Präposition,Gegenüber,opposite,Directions,Es ist gegenüber dem Park.,It's opposite the park.,—,—
2247,gehen,Verb,gehen,to walk,Directions,Ich gehe zum Bahnhof.,I walk to the station.,—,—
2248,fahren,Verb,fahren,to drive/go,Directions,Ich fahre mit dem Auto.,I drive with the car.,—,—
2249,abbiegen,Verb,abbiegen,to turn,Directions,Biegen Sie links ab.,Turn left.,—,—
2250,überqueren,Verb,überqueren,to cross,Directions,Überqueren Sie die Straße.,Cross the street.,—,—
2251,folgen,Verb,folgen,to follow,Directions,Folgen Sie der Straße.,Follow the street.,—,—
2252,finden,Verb,finden,to find,Directions,Ich finde es nicht.,I can't find it.,—,—
2253,suchen,Verb,suchen,to search,Directions,Ich suche den Bahnhof.,I'm looking for the station.,—,—
2254,wenden,Verb,wenden,to turn around,Directions,Wenden Sie hier.,Turn around here.,—,—
2255,stoppen,Verb,stoppen,to stop,Directions,Stoppen Sie hier.,Stop here.,—,—
2256,anhalten,Verb,anhalten,to stop/pull over,Directions,Halten Sie an.,Pull over.,—,—
2257,die Einbahnstraße,die (feminin),Einbahnstraße,one-way street,Directions,Die Einbahnstraße ist links.,The one-way street is on the left.,Einbahnstraßen,Einbahnstraße
2258,die Sackgasse,die (feminin),Sackgasse,dead end,Directions,Die Sackgasse ist rechts.,The dead end is on the right.,Sackgassen,Sackgasse
2259,die Fußgängerzone,die (feminin),Fußgängerzone,pedestrian zone,Directions,Die Fußgängerzone ist weit.,The pedestrian zone is far.,Fußgängerzonen,Fußgängerzone
2260,die Umleitung,die (feminin),Umleitung,detour,Directions,Die Umleitung ist lang.,The detour is long.,Umleitungen,Umleitung
2261,die Baustelle,die (feminin),Baustelle,construction site,Directions,Die Baustelle ist groß.,The construction site is large.,Baustellen,Baustelle
2262,der Notruf,der (maskulin),Notruf,emergency call,Emergency,Der Notruf ist wichtig.,The emergency call is important.,Notrufe,—
2263,die Polizei,die (feminin),Polizei,police,Emergency,Die Polizei kommt schnell.,The police come quickly.,—,Polizei
2264,die Feuerwehr,die (feminin),Feuerwehr,fire department,Emergency,Die Feuerwehr löscht das Feuer.,The fire department puts out the fire.,—,Feuerwehr
2265,der Krankenwagen,der (maskulin),Krankenwagen,ambulance,Emergency,Der Krankenwagen ist schnell.,The ambulance is fast.,Krankenwagen,—
2266,der Rettungswagen,der (maskulin),Rettungswagen,ambulance,Emergency,Der Rettungswagen kommt.,The ambulance is coming.,Rettungswagen,—
2267,der Notarzt,der (maskulin),Notarzt,emergency doctor,Emergency,Der Notarzt ist da.,The emergency doctor is here.,Notärzte,—
2268,das Krankenhaus,das (neutrum),Krankenhaus,hospital,Emergency,Das Krankenhaus ist weit.,The hospital is far.,Krankenhäuser,—
2269,die Apotheke,die (feminin),Apotheke,pharmacy,Emergency,Die Apotheke ist offen.,The pharmacy is open.,Apotheken,Apotheke
2270,das Opfer,das (neutrum),Opfer,victim,Emergency,Das Opfer ist verletzt.,The victim is injured.,Opfer,—
2271,der Zeuge,der (maskulin),Zeuge,witness,Emergency,Der Zeuge sieht alles.,The witness sees everything.,Zeugen,—
2272,der Täter,der (maskulin),Täter,perpetrator,Emergency,Der Täter ist weg.,The perpetrator is gone.,Täter,—
2273,der/die Verletzte,der/die (maskulin/feminin),Verletzte,injured person,Emergency,Der Verletzte wird behandelt.,The injured person is being treated.,Verletzte,Verletzte
2274,der Patient,der (maskulin),Patient,patient,Emergency,Der Patient ist ruhig.,The patient is calm.,Patienten,Patientin
2275,der Unfall,der (maskulin),Unfall,accident,Emergency,Der Unfall ist schlimm.,The accident is bad.,Unfälle,—
2276,die Verletzung,die (feminin),Verletzung,injury,Emergency,Die Verletzung ist schmerzhaft.,The injury is painful.,Verletzungen,Verletzung
2277,der Schmerz,der (maskulin),Schmerz,pain,Emergency,Der Schmerz ist stark.,The pain is strong.,Schmerzen,—
2278,die Wunde,die (feminin),Wunde,wound,Emergency,Die Wunde blutet.,The wound is bleeding.,Wunden,Wunde
2279,das Blut,das (neutrum),Blut,blood,Emergency,Das Blut ist rot.,The blood is red.,— (Unzählbar),—
2280,die Blutung,die (feminin),Blutung,bleeding,Emergency,Die Blutung stoppt.,The bleeding stops.,Blutungen,Blutung
2281,der Herzinfarkt,der (maskulin),Herzinfarkt,heart attack,Emergency,Der Herzinfarkt ist tödlich.,The heart attack is fatal.,Herzinfarkte,—
2282,der Schlaganfall,der (maskulin),Schlaganfall,stroke,Emergency,Der Schlaganfall ist plötzlich.,The stroke is sudden.,Schlaganfälle,—
2283,die Atembeschwerden,die (Plural),Atembeschwerden,breathing difficulties,Emergency,Die Atembeschwerden sind stark.,The breathing difficulties are severe.,—,—
2284,die Ohnmacht,die (feminin),Ohnmacht,fainting,Emergency,Die Ohnmacht ist plötzlich.,The fainting is sudden.,—,Ohnmacht
2285,die Bewusstlosigkeit,die (feminin),Bewusstlosigkeit,unconsciousness,Emergency,Die Bewusstlosigkeit dauert lange.,The unconsciousness lasts long.,—,Bewusstlosigkeit
2286,der Schock,der (maskulin),Schock,shock,Emergency,Der Schock ist groß.,The shock is big.,Schocks,—
2287,das Gift,das (neutrum),Gift,poison,Emergency,Das Gift ist tödlich.,The poison is fatal.,Gifte,—
2288,die Vergiftung,die (feminin),Vergiftung,poisoning,Emergency,Die Vergiftung ist schlimm.,The poisoning is bad.,Vergiftungen,Vergiftung
2289,die Allergie,die (feminin),Allergie,allergy,Emergency,Die Allergie ist schwer.,The allergy is severe.,Allergien,Allergie
2290,das Feuer,das (neutrum),Feuer,fire,Emergency,Das Feuer ist groß.,The fire is big.,Feuer,—
2291,der Brand,der (maskulin),Brand,fire/blaze,Emergency,Der Brand ist gelöscht.,The fire is extinguished.,Brände,—
2292,der Rauch,der (maskulin),Rauch,smoke,Emergency,Der Rauch ist dick.,The smoke is thick.,— (Unzählbar),—
2293,die Explosion,die (feminin),Explosion,explosion,Emergency,Die Explosion ist laut.,The explosion is loud.,Explosionen,Explosion
2294,der Einbruch,der (maskulin),Einbruch,burglary,Emergency,Der Einbruch war nacht.,The burglary was at night.,Einbrüche,—
2295,der Diebstahl,der (maskulin),Diebstahl,theft,Emergency,Der Diebstahl ist passiert.,The theft happened.,Diebstähle,—
2296,der Raub,der (maskulin),Raub,robbery,Emergency,Der Raub ist gefährlich.,The robbery is dangerous.,— (Unzählbar),—
2297,der Überfall,der (maskulin),Überfall,assault/attack,Emergency,Der Überfall war schnell.,The assault was quick.,Überfälle,—
2298,der Autounfall,der (maskulin),Autounfall,car accident,Emergency,Der Autounfall ist schlimm.,The car accident is bad.,Autounfälle,—
2299,der Verkehrsunfall,der (maskulin),Verkehrsunfall,traffic accident,Emergency,Der Verkehrsunfall war gestern.,The traffic accident was yesterday.,Verkehrsunfälle,—
2300,die Panne,die (feminin),Panne,breakdown,Emergency,Die Panne ist ärgerlich.,The breakdown is annoying.,Pannen,Panne
2301,der Notausgang,der (maskulin),Notausgang,emergency exit,Emergency,Der Notausgang ist rechts.,The emergency exit is on the right.,Notausgänge,—
2302,der Verbandskasten,der (maskulin),Verbandskasten,first aid kit,Emergency,Der Verbandskasten ist voll.,The first aid kit is complete.,Verbandskästen,—
2303,der Erste-Hilfe-Kasten,der (maskulin),Erste-Hilfe-Kasten,first aid box,Emergency,Der Erste-Hilfe-Kasten ist wichtig.,The first aid box is important.,Erste-Hilfe-Kästen,—
2304,der Feuerlöscher,der (maskulin),Feuerlöscher,fire extinguisher,Emergency,Der Feuerlöscher ist rot.,The fire extinguisher is red.,Feuerlöscher,—
2305,die Notbremse,die (feminin),Notbremse,emergency brake,Emergency,Die Notbremse ist rot.,The emergency brake is red.,Notbremsen,Notbremse
2306,der Alarm,der (maskulin),Alarm,alarm,Emergency,Der Alarm ist laut.,The alarm is loud.,Alarme,—
2307,helfen,Verb,helfen,to help,Emergency,Ich helfe dir.,I help you.,—,—
2308,retten,Verb,retten,to rescue,Emergency,Ich rette dich.,I rescue you.,—,—
2309,rufen,Verb,rufen,to call,Emergency,Ich rufe die Polizei.,I call the police.,—,—
2310,brennen,Verb,brennen,to burn,Emergency,Das Haus brennt.,The house is burning.,—,—
2311,bluten,Verb,bluten,to bleed,Emergency,Die Wunde blutet.,The wound is bleeding.,—,—
2312,stehlen,Verb,stehlen,to steal,Emergency,Jemand stiehlt das Auto.,Someone steals the car.,—,—
2313,brechen,Verb,brechen,to break,Emergency,Das Bein bricht.,The leg breaks.,—,—
2314,verletzen,Verb,verletzen,to injure,Emergency,Er verletzt sich.,He injures himself.,—,—
2315,sterben,Verb,sterben,to die,Emergency,Er stirbt.,He dies.,—,—
2316,dringend,adjektiv,dringend,urgent,Emergency,Das ist dringend.,That is urgent.,—,—
2317,gefährlich,adjektiv,gefährlich,dangerous,Emergency,Das ist gefährlich.,That is dangerous.,—,—
2318,verletzt,adjektiv,verletzt,injured,Emergency,Er ist verletzt.,He is injured.,—,—
2319,bewusstlos,adjektiv,bewusstlos,unconscious,Emergency,Er ist bewusstlos.,He is unconscious.,—,—
2320,tot,adjektiv,tot,dead,Emergency,Er ist tot.,He is dead.,—,—
2321,kaputt,adjektiv,kaputt,broken,Emergency,Das Auto ist kaputt.,The car is broken.,—,—
2322,Wo ist der Check-in-Schalter?,Phrase,—,Where is the check-in counter?,Airport,Wo ist der Check-in-Schalter?,Where is the check-in counter?,—,—
2323,Hier ist mein Reisepass und meine Bordkarte.,Phrase,—,Here is my passport and boarding pass.,Airport,Hier ist mein Reisepass und meine Bordkarte.,Here is my passport and boarding pass.,—,—
2324,Wo ist die Gepäckausgabe?,Phrase,—,Where is the baggage claim?,Airport,Wo ist die Gepäckausgabe?,Where is the baggage claim?,—,—
2325,Hat der Flug nach Berlin Verspätung?,Phrase,—,Is the flight to Berlin delayed?,Airport,Hat der Flug nach Berlin Verspätung?,Is the flight to Berlin delayed?,—,—
2326,"Ein Tisch für zwei Personen, bitte.",Phrase,—,"A table for two people, please.",Restaurant,"Ein Tisch für zwei Personen, bitte.","A table for two people, please.",—,—
2327,"Die Speisekarte, bitte.",Phrase,—,"The menu, please.",Restaurant,"Die Speisekarte, bitte.","The menu, please.",—,—
2328,Ich möchte bestellen.,Phrase,—,I would like to order.,Restaurant,Ich möchte bestellen.,I would like to order.,—,—
2329,"Die Rechnung, bitte. Zahlen, bitte.",Phrase,—,"The bill, please. Pay, please.",Restaurant,"Die Rechnung, bitte.","The bill, please.",—,—
2330,das Schnitzel,das (neutrum),Schnitzel,schnitzel,Restaurant,Ich esse ein Schnitzel.,I eat schnitzel.,Schnitzel,—
2331,die Spätzle,die (Plural),Spätzle,spaetzle,Restaurant,Ich esse Spätzle.,I eat spaetzle.,—,—
2332,das Sauerkraut,das (neutrum),Sauerkraut,sauerkraut,Restaurant,Ich esse Sauerkraut.,I eat sauerkraut.,— (Unzählbar),—
2333,die Bratwurst,die (feminin),Bratwurst,bratwurst,Restaurant,Ich esse eine Bratwurst.,I eat a bratwurst.,Bratwürste,Bratwurst
2334,der Kartoffelsalat,der (maskulin),Kartoffelsalat,potato salad,Restaurant,Ich esse Kartoffelsalat.,I eat potato salad.,Kartoffelsalate,—
2335,Ich habe eine Reservierung auf den Namen...,Phrase,—,I have a reservation under the name...,Hotel,Ich habe eine Reservierung auf den Namen Müller.,I have a reservation under the name Müller.,—,—
2336,Wie ist das WLAN-Passwort?,Phrase,—,What is the Wi-Fi password?,Hotel,Wie ist das WLAN-Passwort?,What is the Wi-Fi password?,—,—
2337,Um wie viel Uhr ist das Frühstück?,Phrase,—,What time is breakfast?,Hotel,Um wie viel Uhr ist das Frühstück?,What time is breakfast?,—,—
2338,"Ich möchte auschecken, bitte.",Phrase,—,"I would like to check out, please.",Hotel,"Ich möchte auschecken, bitte.","I would like to check out, please.",—,—
2339,Wie viel kostet das?,Phrase,—,How much does that cost?,Shopping,Wie viel kostet das?,How much does that cost?,—,—
2340,Kann ich mit Kreditkarte bezahlen?,Phrase,—,Can I pay with credit card?,Shopping,Kann ich mit Kreditkarte bezahlen?,Can I pay with credit card?,—,—
2341,Wo sind die Umkleidekabinen?,Phrase,—,Where are the fitting rooms?,Shopping,Wo sind die Umkleidekabinen?,Where are the fitting rooms?,—,—
2342,Ich möchte das umtauschen.,Phrase,—,I would like to exchange this.,Shopping,Ich möchte das umtauschen.,I would like to exchange this.,—,—
2343,das Brot,das (neutrum),Brot,bread,Shopping,Ich esse Brot.,I eat bread.,Brote,—
2344,die Milch,die (feminin),Milch,milk,Shopping,Ich trinke Milch.,I drink milk.,— (Unzählbar),Milch
2345,der Käse,der (maskulin),Käse,cheese,Shopping,Ich esse Käse.,I eat cheese.,Käse,—
2346,die Eier,die (Plural),Eier,eggs,Shopping,Ich esse Eier.,I eat eggs.,—,—
2347,der Apfel,der (maskulin),Apfel,apple,Shopping,Ich esse einen Apfel.,I eat an apple.,Äpfel,—
2348,"Entschuldigung, wo ist der Bahnhof?",Phrase,—,"Excuse me, where is the train station?",Directions,"Entschuldigung, wo ist der Bahnhof?","Excuse me, where is the train station?",—,—
2349,Gehen Sie geradeaus und dann rechts.,Phrase,—,Go straight and then right.,Directions,Gehen Sie geradeaus und dann rechts.,Go straight and then right.,—,—
2350,Ist es in der Nähe?,Phrase,—,Is it nearby?,Directions,Ist es in der Nähe?,Is it nearby?,—,—
2351,Biegen Sie an der Ampel links ab.,Phrase,—,Turn left at the traffic light.,Directions,Biegen Sie an der Ampel links ab.,Turn left at the traffic light.,—,—
2352,das Auto,das (neutrum),Auto,car,Directions,Ich fahre mit dem Auto.,I drive with the car.,Autos,—
